title,url,type,date,content
MC EXCLUSIVE,https://www.moneycontrol.com/news/business/alkem-promoters-may-sell-stake-tap-pe-firms-kkr-blackstone-eqt-12820384.html,general," September 12, 2024 / 15:12   ","Alkem Laboratories Ltd's Â promoter, the Singh family,Â has initiated talks to sell a substantial stake in the company to private equity firms, people aware of the development said, adding that the owners may be open to divesting a controlling stake. The promoters are working with investment bank Nomura to scout for buyers for their stake in Indiaâ€™s fifth largest drugmaker, the people cited above said, requesting anonymity. Alkem holds a dominant position in the areas of anti-infectives, gastrointestinal, pain management drugs and supplements. It also has a growing portfolio of products for the treatment of chronic conditions such as diabetes, neurology, cardiology, dermatology, and urology. The company and its banker have reached out to private equity firms such as KKR, Blackstone and EQT, among others, to gauge their interest in acquiring a substantial stake, possibly a controlling one in the listed company. The people cited added that the sale of a controlling stake is dependent on the valuation the promoters get, and they may not go through with the sale if the valuations are not attractive enough. Some family members may continue to stay invested in the company,Â the peopleÂ said. Alkem, founded in 1973 by Samprada Singh and his brother Basudeo, is now led by third-generation family member Sandeep Singh, grandson of the founder. Currently, promoters hold a 56.38 percent stake in Alkem, which is worth around Rs 42,283 crore as of Alkemâ€™s closing price on Wednesday. A large stake acquisition would trigger a mandatory open offer under SEBI norms, requiring the buyer to buyÂ an additional 26 percent stake from public shareholders at an estimated cost of about Rs 19,500 crore. Alkem's stock has risen by about 21 percent year to date to Rs 6,272.9. Emails sent to spokespeople for Alkem Laboratories and Blackstone did not elicit a response till publication. KKR and EQT declined to comment. Biggest PE deal in the pharma space The promoter stake sale in Alkem, if it goes through, will be the biggest private equity buyout in the pharma space, with the promoter stake itself being worth almost $5 billion, and among the biggest PE deals in India. Last year, the Hameid family of Cipla Ltd explored selling its 33.48 percent stake in one of Indiaâ€™s top pharma companies. PE firms such as Blackstone evinced interest to buy the Hameid family's stake for as much as $3.8 billion but talks eventually collapsed due to difference in valuations between the parties. Currently, several suitors are battling to acquire the controlling stake of KKR in JB Chemicals and Pharmaceuticals Ltd, which is worth approximately Rs 15,600 crore (approximately $1.85 billion). Also Read:Â KKR taps Torrent Pharmaceuticals for JB Pharma stake sale The Alkem Business Alkem operates 19 manufacturing facilities and research and development (R&D) centres across India and the US to develop and manufacture generic formulations, active pharmaceutical ingredients (APIs) and biosimilars. Apart from India, the company has a meaningful presence in the US, Latin America, Australia, and several other Asian countries. In India, its manufacturing facilities are located in Gujarat, Pune, Daman, Baddi, Indore and Sikkim. The manufacturing facilities possess the requisite regulatory approvals from drug regulatory agencies such as the US Food and Drug Administration (USFDA); the Medicine and Healthcare products Regulatory Agency (MHRA - UK) and other international certifications. These USFDA certified facilities put companies such as Alkem in an advantageous position with the US is in the process of implementing the US Biosecure Act, which essentially bars US pharma companies from sourcing raw materials, such as active pharmaceutical ingredients (APIs), from countries that pose a national security risk, with China being the primary target. This shift opens up a significant opportunity for Indian pharma companies, particularly those with USFDA-approved facilities, to fill the supply gap. Alkem has one API manufacturing plant in the US in California and two in India. Also Read:Â Whatâ€™s the importance of US Biosecure Act for India? For the quarter ended June 30, Alkem reported a revenue of Rs 3,031.8 crore, up 2.2 percent from a year earlier. The India business contributed Rs 2,022.3 crore to the topline in Q1 FY25, while international business clocked a revenue of Rs 967.7 crore with a 6.4 percent YoY growth. The company saw a sharp 56.4 percent YoY growth in its Ebitda to Rs 608.6 crore in the quarter, while net profit grew 90.1 percent growth to Rs 535.2 crore. Alkemâ€™s Ebitda margin improved to 20.1 percent in Q1 FY25 from 13.1 percent in the same period last year.
       "
"Alkem promoters may sell stake; tap PE firms KKR, Blackstone, EQT",https://www.moneycontrol.com/news/business/alkem-promoters-may-sell-stake-tap-pe-firms-kkr-blackstone-eqt-12820384.html,general," September 12, 2024 / 15:12   ","Alkem Laboratories Ltd's Â promoter, the Singh family,Â has initiated talks to sell a substantial stake in the company to private equity firms, people aware of the development said, adding that the owners may be open to divesting a controlling stake. The promoters are working with investment bank Nomura to scout for buyers for their stake in Indiaâ€™s fifth largest drugmaker, the people cited above said, requesting anonymity. Alkem holds a dominant position in the areas of anti-infectives, gastrointestinal, pain management drugs and supplements. It also has a growing portfolio of products for the treatment of chronic conditions such as diabetes, neurology, cardiology, dermatology, and urology. The company and its banker have reached out to private equity firms such as KKR, Blackstone and EQT, among others, to gauge their interest in acquiring a substantial stake, possibly a controlling one in the listed company. The people cited added that the sale of a controlling stake is dependent on the valuation the promoters get, and they may not go through with the sale if the valuations are not attractive enough. Some family members may continue to stay invested in the company,Â the peopleÂ said. Alkem, founded in 1973 by Samprada Singh and his brother Basudeo, is now led by third-generation family member Sandeep Singh, grandson of the founder. Currently, promoters hold a 56.38 percent stake in Alkem, which is worth around Rs 42,283 crore as of Alkemâ€™s closing price on Wednesday. A large stake acquisition would trigger a mandatory open offer under SEBI norms, requiring the buyer to buyÂ an additional 26 percent stake from public shareholders at an estimated cost of about Rs 19,500 crore. Alkem's stock has risen by about 21 percent year to date to Rs 6,272.9. Emails sent to spokespeople for Alkem Laboratories and Blackstone did not elicit a response till publication. KKR and EQT declined to comment. Biggest PE deal in the pharma space The promoter stake sale in Alkem, if it goes through, will be the biggest private equity buyout in the pharma space, with the promoter stake itself being worth almost $5 billion, and among the biggest PE deals in India. Last year, the Hameid family of Cipla Ltd explored selling its 33.48 percent stake in one of Indiaâ€™s top pharma companies. PE firms such as Blackstone evinced interest to buy the Hameid family's stake for as much as $3.8 billion but talks eventually collapsed due to difference in valuations between the parties. Currently, several suitors are battling to acquire the controlling stake of KKR in JB Chemicals and Pharmaceuticals Ltd, which is worth approximately Rs 15,600 crore (approximately $1.85 billion). Also Read:Â KKR taps Torrent Pharmaceuticals for JB Pharma stake sale The Alkem Business Alkem operates 19 manufacturing facilities and research and development (R&D) centres across India and the US to develop and manufacture generic formulations, active pharmaceutical ingredients (APIs) and biosimilars. Apart from India, the company has a meaningful presence in the US, Latin America, Australia, and several other Asian countries. In India, its manufacturing facilities are located in Gujarat, Pune, Daman, Baddi, Indore and Sikkim. The manufacturing facilities possess the requisite regulatory approvals from drug regulatory agencies such as the US Food and Drug Administration (USFDA); the Medicine and Healthcare products Regulatory Agency (MHRA - UK) and other international certifications. These USFDA certified facilities put companies such as Alkem in an advantageous position with the US is in the process of implementing the US Biosecure Act, which essentially bars US pharma companies from sourcing raw materials, such as active pharmaceutical ingredients (APIs), from countries that pose a national security risk, with China being the primary target. This shift opens up a significant opportunity for Indian pharma companies, particularly those with USFDA-approved facilities, to fill the supply gap. Alkem has one API manufacturing plant in the US in California and two in India. Also Read:Â Whatâ€™s the importance of US Biosecure Act for India? For the quarter ended June 30, Alkem reported a revenue of Rs 3,031.8 crore, up 2.2 percent from a year earlier. The India business contributed Rs 2,022.3 crore to the topline in Q1 FY25, while international business clocked a revenue of Rs 967.7 crore with a 6.4 percent YoY growth. The company saw a sharp 56.4 percent YoY growth in its Ebitda to Rs 608.6 crore in the quarter, while net profit grew 90.1 percent growth to Rs 535.2 crore. Alkemâ€™s Ebitda margin improved to 20.1 percent in Q1 FY25 from 13.1 percent in the same period last year.
       "
"Mandate with Nomura, currently, promoters hold a 56.38 percent stake in Alkem, which is worth around Rs 42,283 crore as of Alkem’s closing price on Wednesday. ",https://www.moneycontrol.com/news/business/alkem-promoters-may-sell-stake-tap-pe-firms-kkr-blackstone-eqt-12820384.html,general," September 12, 2024 / 15:12   ","Alkem Laboratories Ltd's Â promoter, the Singh family,Â has initiated talks to sell a substantial stake in the company to private equity firms, people aware of the development said, adding that the owners may be open to divesting a controlling stake. The promoters are working with investment bank Nomura to scout for buyers for their stake in Indiaâ€™s fifth largest drugmaker, the people cited above said, requesting anonymity. Alkem holds a dominant position in the areas of anti-infectives, gastrointestinal, pain management drugs and supplements. It also has a growing portfolio of products for the treatment of chronic conditions such as diabetes, neurology, cardiology, dermatology, and urology. The company and its banker have reached out to private equity firms such as KKR, Blackstone and EQT, among others, to gauge their interest in acquiring a substantial stake, possibly a controlling one in the listed company. The people cited added that the sale of a controlling stake is dependent on the valuation the promoters get, and they may not go through with the sale if the valuations are not attractive enough. Some family members may continue to stay invested in the company,Â the peopleÂ said. Alkem, founded in 1973 by Samprada Singh and his brother Basudeo, is now led by third-generation family member Sandeep Singh, grandson of the founder. Currently, promoters hold a 56.38 percent stake in Alkem, which is worth around Rs 42,283 crore as of Alkemâ€™s closing price on Wednesday. A large stake acquisition would trigger a mandatory open offer under SEBI norms, requiring the buyer to buyÂ an additional 26 percent stake from public shareholders at an estimated cost of about Rs 19,500 crore. Alkem's stock has risen by about 21 percent year to date to Rs 6,272.9. Emails sent to spokespeople for Alkem Laboratories and Blackstone did not elicit a response till publication. KKR and EQT declined to comment. Biggest PE deal in the pharma space The promoter stake sale in Alkem, if it goes through, will be the biggest private equity buyout in the pharma space, with the promoter stake itself being worth almost $5 billion, and among the biggest PE deals in India. Last year, the Hameid family of Cipla Ltd explored selling its 33.48 percent stake in one of Indiaâ€™s top pharma companies. PE firms such as Blackstone evinced interest to buy the Hameid family's stake for as much as $3.8 billion but talks eventually collapsed due to difference in valuations between the parties. Currently, several suitors are battling to acquire the controlling stake of KKR in JB Chemicals and Pharmaceuticals Ltd, which is worth approximately Rs 15,600 crore (approximately $1.85 billion). Also Read:Â KKR taps Torrent Pharmaceuticals for JB Pharma stake sale The Alkem Business Alkem operates 19 manufacturing facilities and research and development (R&D) centres across India and the US to develop and manufacture generic formulations, active pharmaceutical ingredients (APIs) and biosimilars. Apart from India, the company has a meaningful presence in the US, Latin America, Australia, and several other Asian countries. In India, its manufacturing facilities are located in Gujarat, Pune, Daman, Baddi, Indore and Sikkim. The manufacturing facilities possess the requisite regulatory approvals from drug regulatory agencies such as the US Food and Drug Administration (USFDA); the Medicine and Healthcare products Regulatory Agency (MHRA - UK) and other international certifications. These USFDA certified facilities put companies such as Alkem in an advantageous position with the US is in the process of implementing the US Biosecure Act, which essentially bars US pharma companies from sourcing raw materials, such as active pharmaceutical ingredients (APIs), from countries that pose a national security risk, with China being the primary target. This shift opens up a significant opportunity for Indian pharma companies, particularly those with USFDA-approved facilities, to fill the supply gap. Alkem has one API manufacturing plant in the US in California and two in India. Also Read:Â Whatâ€™s the importance of US Biosecure Act for India? For the quarter ended June 30, Alkem reported a revenue of Rs 3,031.8 crore, up 2.2 percent from a year earlier. The India business contributed Rs 2,022.3 crore to the topline in Q1 FY25, while international business clocked a revenue of Rs 967.7 crore with a 6.4 percent YoY growth. The company saw a sharp 56.4 percent YoY growth in its Ebitda to Rs 608.6 crore in the quarter, while net profit grew 90.1 percent growth to Rs 535.2 crore. Alkemâ€™s Ebitda margin improved to 20.1 percent in Q1 FY25 from 13.1 percent in the same period last year.
       "
"Alkem promoters may sell stake; tap PE firms KKR, Blackstone, EQT",https://www.moneycontrol.com/news/business/alkem-promoters-may-sell-stake-tap-pe-firms-kkr-blackstone-eqt-12820384.html,general," September 12, 2024 / 15:12   ","Alkem Laboratories Ltd's Â promoter, the Singh family,Â has initiated talks to sell a substantial stake in the company to private equity firms, people aware of the development said, adding that the owners may be open to divesting a controlling stake. The promoters are working with investment bank Nomura to scout for buyers for their stake in Indiaâ€™s fifth largest drugmaker, the people cited above said, requesting anonymity. Alkem holds a dominant position in the areas of anti-infectives, gastrointestinal, pain management drugs and supplements. It also has a growing portfolio of products for the treatment of chronic conditions such as diabetes, neurology, cardiology, dermatology, and urology. The company and its banker have reached out to private equity firms such as KKR, Blackstone and EQT, among others, to gauge their interest in acquiring a substantial stake, possibly a controlling one in the listed company. The people cited added that the sale of a controlling stake is dependent on the valuation the promoters get, and they may not go through with the sale if the valuations are not attractive enough. Some family members may continue to stay invested in the company,Â the peopleÂ said. Alkem, founded in 1973 by Samprada Singh and his brother Basudeo, is now led by third-generation family member Sandeep Singh, grandson of the founder. Currently, promoters hold a 56.38 percent stake in Alkem, which is worth around Rs 42,283 crore as of Alkemâ€™s closing price on Wednesday. A large stake acquisition would trigger a mandatory open offer under SEBI norms, requiring the buyer to buyÂ an additional 26 percent stake from public shareholders at an estimated cost of about Rs 19,500 crore. Alkem's stock has risen by about 21 percent year to date to Rs 6,272.9. Emails sent to spokespeople for Alkem Laboratories and Blackstone did not elicit a response till publication. KKR and EQT declined to comment. Biggest PE deal in the pharma space The promoter stake sale in Alkem, if it goes through, will be the biggest private equity buyout in the pharma space, with the promoter stake itself being worth almost $5 billion, and among the biggest PE deals in India. Last year, the Hameid family of Cipla Ltd explored selling its 33.48 percent stake in one of Indiaâ€™s top pharma companies. PE firms such as Blackstone evinced interest to buy the Hameid family's stake for as much as $3.8 billion but talks eventually collapsed due to difference in valuations between the parties. Currently, several suitors are battling to acquire the controlling stake of KKR in JB Chemicals and Pharmaceuticals Ltd, which is worth approximately Rs 15,600 crore (approximately $1.85 billion). Also Read:Â KKR taps Torrent Pharmaceuticals for JB Pharma stake sale The Alkem Business Alkem operates 19 manufacturing facilities and research and development (R&D) centres across India and the US to develop and manufacture generic formulations, active pharmaceutical ingredients (APIs) and biosimilars. Apart from India, the company has a meaningful presence in the US, Latin America, Australia, and several other Asian countries. In India, its manufacturing facilities are located in Gujarat, Pune, Daman, Baddi, Indore and Sikkim. The manufacturing facilities possess the requisite regulatory approvals from drug regulatory agencies such as the US Food and Drug Administration (USFDA); the Medicine and Healthcare products Regulatory Agency (MHRA - UK) and other international certifications. These USFDA certified facilities put companies such as Alkem in an advantageous position with the US is in the process of implementing the US Biosecure Act, which essentially bars US pharma companies from sourcing raw materials, such as active pharmaceutical ingredients (APIs), from countries that pose a national security risk, with China being the primary target. This shift opens up a significant opportunity for Indian pharma companies, particularly those with USFDA-approved facilities, to fill the supply gap. Alkem has one API manufacturing plant in the US in California and two in India. Also Read:Â Whatâ€™s the importance of US Biosecure Act for India? For the quarter ended June 30, Alkem reported a revenue of Rs 3,031.8 crore, up 2.2 percent from a year earlier. The India business contributed Rs 2,022.3 crore to the topline in Q1 FY25, while international business clocked a revenue of Rs 967.7 crore with a 6.4 percent YoY growth. The company saw a sharp 56.4 percent YoY growth in its Ebitda to Rs 608.6 crore in the quarter, while net profit grew 90.1 percent growth to Rs 535.2 crore. Alkemâ€™s Ebitda margin improved to 20.1 percent in Q1 FY25 from 13.1 percent in the same period last year.
       "
"Alkem promoters may sell stake; tap PE firms KKR, Blackstone, EQT",https://www.moneycontrol.com/news/business/alkem-promoters-may-sell-stake-tap-pe-firms-kkr-blackstone-eqt-12820384.html,general," September 12, 2024 / 15:12   ","Alkem Laboratories Ltd's Â promoter, the Singh family,Â has initiated talks to sell a substantial stake in the company to private equity firms, people aware of the development said, adding that the owners may be open to divesting a controlling stake. The promoters are working with investment bank Nomura to scout for buyers for their stake in Indiaâ€™s fifth largest drugmaker, the people cited above said, requesting anonymity. Alkem holds a dominant position in the areas of anti-infectives, gastrointestinal, pain management drugs and supplements. It also has a growing portfolio of products for the treatment of chronic conditions such as diabetes, neurology, cardiology, dermatology, and urology. The company and its banker have reached out to private equity firms such as KKR, Blackstone and EQT, among others, to gauge their interest in acquiring a substantial stake, possibly a controlling one in the listed company. The people cited added that the sale of a controlling stake is dependent on the valuation the promoters get, and they may not go through with the sale if the valuations are not attractive enough. Some family members may continue to stay invested in the company,Â the peopleÂ said. Alkem, founded in 1973 by Samprada Singh and his brother Basudeo, is now led by third-generation family member Sandeep Singh, grandson of the founder. Currently, promoters hold a 56.38 percent stake in Alkem, which is worth around Rs 42,283 crore as of Alkemâ€™s closing price on Wednesday. A large stake acquisition would trigger a mandatory open offer under SEBI norms, requiring the buyer to buyÂ an additional 26 percent stake from public shareholders at an estimated cost of about Rs 19,500 crore. Alkem's stock has risen by about 21 percent year to date to Rs 6,272.9. Emails sent to spokespeople for Alkem Laboratories and Blackstone did not elicit a response till publication. KKR and EQT declined to comment. Biggest PE deal in the pharma space The promoter stake sale in Alkem, if it goes through, will be the biggest private equity buyout in the pharma space, with the promoter stake itself being worth almost $5 billion, and among the biggest PE deals in India. Last year, the Hameid family of Cipla Ltd explored selling its 33.48 percent stake in one of Indiaâ€™s top pharma companies. PE firms such as Blackstone evinced interest to buy the Hameid family's stake for as much as $3.8 billion but talks eventually collapsed due to difference in valuations between the parties. Currently, several suitors are battling to acquire the controlling stake of KKR in JB Chemicals and Pharmaceuticals Ltd, which is worth approximately Rs 15,600 crore (approximately $1.85 billion). Also Read:Â KKR taps Torrent Pharmaceuticals for JB Pharma stake sale The Alkem Business Alkem operates 19 manufacturing facilities and research and development (R&D) centres across India and the US to develop and manufacture generic formulations, active pharmaceutical ingredients (APIs) and biosimilars. Apart from India, the company has a meaningful presence in the US, Latin America, Australia, and several other Asian countries. In India, its manufacturing facilities are located in Gujarat, Pune, Daman, Baddi, Indore and Sikkim. The manufacturing facilities possess the requisite regulatory approvals from drug regulatory agencies such as the US Food and Drug Administration (USFDA); the Medicine and Healthcare products Regulatory Agency (MHRA - UK) and other international certifications. These USFDA certified facilities put companies such as Alkem in an advantageous position with the US is in the process of implementing the US Biosecure Act, which essentially bars US pharma companies from sourcing raw materials, such as active pharmaceutical ingredients (APIs), from countries that pose a national security risk, with China being the primary target. This shift opens up a significant opportunity for Indian pharma companies, particularly those with USFDA-approved facilities, to fill the supply gap. Alkem has one API manufacturing plant in the US in California and two in India. Also Read:Â Whatâ€™s the importance of US Biosecure Act for India? For the quarter ended June 30, Alkem reported a revenue of Rs 3,031.8 crore, up 2.2 percent from a year earlier. The India business contributed Rs 2,022.3 crore to the topline in Q1 FY25, while international business clocked a revenue of Rs 967.7 crore with a 6.4 percent YoY growth. The company saw a sharp 56.4 percent YoY growth in its Ebitda to Rs 608.6 crore in the quarter, while net profit grew 90.1 percent growth to Rs 535.2 crore. Alkemâ€™s Ebitda margin improved to 20.1 percent in Q1 FY25 from 13.1 percent in the same period last year.
       "
YES Bank's stake sale stuck as RBI concerned with majority ownership by foreign bank,https://www.moneycontrol.com/news/business/banks/yes-banks-stake-sale-stuck-as-rbi-not-comfortable-with-foreign-banks-majority-ownership-12820279.html,general," September 12, 2024 / 15:21   ","The stake sale of domestic lender YES Bank is stuck as the Reserve Bank of India (RBI) is not comfortable with the majority ownership by a foreign bank, person aware of the development said. ""SMBC is directly negotiating with RBI on this, but the central bank not willing to relent on ownership control,"" person cited above said. He added that Sumitomo Mitsui Banking Corp (SMBC) is showing lot of interest in the bank but talks have currently hit a roadblock because the Japanese group are very firm on acquiring 51 percent. This is expected to delay the stake sale in YES Bank, which was earlier expected to be completed by fourth quarter of the current financial year. On August 1, Moneycontrol citing sources reported that RBI has asked investors seeking a controlling stake in Yes Bank to reconsider their demands, including acquiring and retaining a majority stake, potentially prolonging the deal process. “After the initial discussions with the regulator, potential bidders have been asked to review their stance on certain important deal terms,” one of the people said, requesting anonymity. The investors have made two key requests, according to the people cited on August 1. First, investors want to hold a 51 percent stake in the bank perpetually. “The incoming investors are not keen to dilute their holding in the bank less than 51 percent stake at any point in time,” said a person aware of the matter earlier. However, bank licensing norms require promoters to reduce their stake to 26 percent within 15 years of starting operations. To address this, the RBI has proposed a gradual glide path for investors to reduce their stake in YES Bank over time, indicating that maintaining a perpetual 51 percent holding may not be possible, the person said. According to media reports, SBI has placed its 24 percent stake in Yes Bank on the block. Other banks, including Axis Bank, Kotak Mahindra Bank, ICICI Bank, and HDFC Bank, collectively own 7.4 percent of the bank. PE investors Carlyle and Advent collectively own about 14 percent of Yes Bank.
       "
Bajaj Housing Finance IPO subscription tops 1% of India’s GDP; set to be doubler on listing,https://www.moneycontrol.com/news/business/markets/bajaj-housing-finance-ipo-subscription-tops-1-of-indias-gdp-set-to-be-doubler-on-listing-12820407.html,general," September 12, 2024 / 15:05   ","Bajaj Housing Finance IPO became Indiaâ€™s most subscribed ever, with the total bid amount for the public issue at a whopping 3.24 lakh crore topping one percent of Indiaâ€™s GDP. According to the NSO data, Indiaâ€™s nominal GDP at constant prices is estimated at Rs 295.36 lakh crore in 2023-24. Bajaj Housing Financeâ€™s Rs 6,560-crore initial public offering, which closed on Wednesday, 11 September, broke the previous record held by Coal India, which got a subscription worth Rs 2.36 lakh crore in 2008. Earlier this year, Premier Energies IPO received bids of over Rs 1.48 lakh crore, while Tata Technologies IPO in November 2023 got bids worth Rs 1.56 lakh crore. Institutional investors led the charge in the IPO frenzy for Bajaj Housing Finance, with their bids exceeding 200 times the shares allocated to them. Meanwhile, the retail category was oversubscribed seven times. Considering the huge demand for the stock, the stock has seen a further rise in the grey market premium. Currently, the stock is being traded at a premium of Rs 78 in the unlisted market, a premium of over 111 percent compared to the issue price. Why the frenzy The strong investor interest for Bajaj Housing Finance IPO has been driven by several factors. As the second-largest player in the housing finance sector, the company benefits from a well-diversified product suite and robust support from parent Bajaj Finance, which is expected to fuel exponential growth. It has a good quality asset base, with low exposure to risky assets and stable profitability. The IPO pricing is set at a premium compared to most peers, reflecting its strong market position and financial stability. Bajaj Housing Finance IPO Allotment Status Check Amit Jain, Co-Founder, Ashika Global Family Office Services said that as a subsidiary of Bajaj Finance, it benefits from a robust brand reputation and strong backing. The company has a profitable track record, low delinquency rates, and a diverse loan portfolio, which enhances its appeal in the growing housing finance sector. However, Jain warned that potential investors should consider risks such as rising interest rates and competitive pricing. Bajaj Housing Finance provides mortgage loans for both retail and commercial customers, with cross-selling and up-selling opportunities. It holds a 34 percent market share in the prime home loan segment, which makes up over 57 percent of its product portfolio. The companyâ€™s assets under management (AUM) have been growing at a CAGR (compounded annual growth rate) of 39 percent, reaching Rs 97,071 crore by the end of June 2024, the highest among its peers. The AUM growth has outperformed other housing finance companies (HFCs), helped by diverse product offerings and strong brand recognition. Salaried customers and large home loans make up a significant portion of its loan book. The company is closely connected with its parent firm and has raised significant capital in the past to support its faster growth. Recently, IPOs have seen strong interest. In August, mainboard IPOs were subscribed more than 75 times on average, while the year-to-date average for 2024 stands at 66 times. For SME IPOs, the average subscription in August hit 290 times, with the year-to-date average over 259 times, according to the data.
       "
"Business News LIVE: 'I am not selling out,' Biocon's Kiran Mazumdar Shaw tells CNBC-TV18",https://www.moneycontrol.com/news/business/business-news-live-bajaj-housing-finance-ipo-allotment-status-kross-ipo-september-12-liveblog-12819938.html,general,NA,
See More News,/news/,general,NA,
"Nifty 50 soars to all-time high ahead of weekly derivatives expiry, banks, energy lead the charge",https://www.moneycontrol.com/news/business/nifty-rockets-to-new-high-of-25433-in-final-hour-of-trade-on-expiry-day-sensex-hits-record-83116-12820256.html,general," September 12, 2024 / 15:24   ","In a dramatic final-hour rally, the Nifty 50 catapulted nearly 2 percent, smashing through to an all-time high of 25,433.35 on September 12, ahead of the weekly derivatives expiry loomed. The gains in Nifty 50 were powered by a robust performance in banking, IT, and auto stocks. The Sensex also marked a milestone, hitting a new peak at83,116.19 ""A lot of shorts are built into the system. So investors had to cover and that is what is happening in Nifty and Bank Nifty. Because the shorts have to cover the velocity of this rise is a little higher,"" Nirav Harish Chheda,Â Technical and derivatives analyst at Nirmal Bang told Moneycontrol. At 2.53 PM, the Sensex surged 1,189 points or 1.5 percent to 82,713 while the Nifty climbed 413 points or 1.7 percent to 25,331. Market breadth remained positive, with 2,043 shares advancing, 1,358 declining, and 81 remaining unchanged. Follow our live blog for all the market action Markets had remained in green since open. Analysts credited the surge seen in the market to optimism surrounding foreign inflows into Indian equities, as US inflation data bolstered the case for a 25-basis-point Federal Reserve rate cut. All 13 major sectoral indices basked in gains, with Nifty Infra, Nifty Auto, and Nifty Energy rising over 2Â percent each. IT companies which have significant revenue exposure to the US market rose by over a percent. In the broader market, the BSE Midcap index climbed over 1 percent, while the BSE Smallcap index advanced by 0.8 percent. US consumer prices showed a slight uptick in August, with core inflation remaining sticky, as per the September 11 data. The odds of a 25 bps Fed rate cut at the September 17-18 meeting increased to 85 percent from 66 percent a day earlier, according to the CME FedWatch Tool, while the likelihood of a 50 bps cut dropped to 15 percent from 34 percent. Investors now turn their attention to India's CPI data, set to release after market hours today, potentially adding another layer to the already thrilling market action. Disclaimer: The views and investment tips expressed by investment experts on Moneycontrol.com are their own and not those of the website or its management. Moneycontrol.com advises users to check with certified experts before taking any investment decisions. "
